studentID,grade,year,dropped,zip,ethnicity,sex,gpa,subsidizedLunches,employmentHours,hrsWifiPerWeek,sanctions,librarySwipesPerWeek,apClasses,athleticSeasons
12169,12thGrade,2012,0,15206,White,F,2.15,Partly,0,5,nothing,4,2,0
12171,12thGrade,2012,0,15232,African American,M,2.18,None,0,11,suspended,3,1,0
12173,12thGrade,2012,0,15232,African American,F,4.12,None,0,5,nothing,6,2,0
12174,12thGrade,2012,0,15201,African American,M,3.57,Fully,0,5,nothing,8,0,1
12175,12thGrade,2012,1,15224,African American,F,1.91,Fully,10,10,detention,2,0,0
12176,12thGrade,2012,0,15232,African American,F,3.21,None,0,7,detention,4,2,0
12177,12thGrade,2012,0,15206,African American,M,2.81,Partly,0,7,nothing,6,1,1
12180,12thGrade,2012,0,15232,African American,M,2.68,None,5,10,suspended,1,1,0
12183,12thGrade,2012,0,15206,African American,F,2.1,None,5,14,nothing,4,0,0
12187,12thGrade,2012,0,15206,African American,M,2.63,Fully,0,6,detention,5,0,1
12189,12thGrade,2012,0,15208,Other,M,3.48,None,5,10,nothing,8,1,1
12190,12thGrade,2012,0,15232,African American,M,2.3,None,10,10,nothing,3,1,0
12191,12thGrade,2012,0,15201,Asian,F,2.87,None,0,7,nothing,10,2,1
12192,12thGrade,2012,0,15224,African American,M,2.16,Partly,5,13,nothing,7,0,0
12193,12thGrade,2012,0,15224,African American,F,2.34,Fully,0,12,detention,6,0,0
12195,12thGrade,2012,0,15206,White,F,2.94,None,0,0,nothing,5,3,1
12196,12thGrade,2012,0,15208,African American,F,4.05,None,0,10,nothing,7,1,0
12197,12thGrade,2012,0,15224,White,F,2.45,Fully,0,5,nothing,6,3,0
12198,12thGrade,2012,0,15208,White,M,2.24,None,0,6,nothing,13,4,0
12200,12thGrade,2012,0,15208,African American,F,3.59,Fully,0,6,nothing,8,1,1
12203,12thGrade,2012,1,15224,Asian,F,1.66,Fully,10,9,nothing,3,0,1
12204,12thGrade,2012,0,15224,White,F,3.19,Fully,0,6,nothing,4,1,0
12205,12thGrade,2012,0,15201,White,F,2.19,Fully,0,3,nothing,3,3,0
12206,12thGrade,2012,0,15201,White,M,2.05,Fully,0,13,nothing,6,1,1
12207,12thGrade,2012,0,15232,African American,F,2.78,None,0,6,suspended,5,2,0
12209,12thGrade,2012,0,15206,African American,F,2.22,None,0,4,nothing,3,0,0
12210,12thGrade,2012,0,15232,African American,M,1.86,None,5,14,nothing,5,2,0
12211,12thGrade,2012,0,15224,White,F,3.45,Fully,0,7,nothing,9,1,0
12215,12thGrade,2012,0,15232,White,F,2.3,None,0,9,nothing,12,4,1
12218,12thGrade,2012,0,15206,White,F,2.99,None,0,4,nothing,7,3,1
12219,12thGrade,2012,0,15201,African American,F,1.96,Fully,0,9,nothing,2,0,0
12220,12thGrade,2012,0,15208,African American,F,2.97,None,10,5,nothing,4,1,1
12221,12thGrade,2012,0,15206,African American,M,3.11,Partly,0,0,detention,3,0,0
12222,12thGrade,2012,0,15201,African American,F,2.07,Fully,0,2,detention,1,0,0
12223,12thGrade,2012,0,15206,African American,F,2.73,None,0,5,nothing,2,0,0
12225,12thGrade,2012,0,15201,African American,F,3.38,Partly,20,8,detention,5,0,0
12226,12thGrade,2012,0,15201,African American,F,3.56,Fully,0,3,nothing,5,0,1
12228,12thGrade,2012,0,15224,African American,M,2.21,Fully,0,8,nothing,3,0,0
12229,12thGrade,2012,0,15232,African American,M,2.3,None,0,14,nothing,5,2,0
12230,12thGrade,2012,0,15206,African American,F,2.87,None,0,1,detention,3,0,0
12232,12thGrade,2012,0,15224,African American,M,2.67,Fully,5,2,nothing,2,0,0
12233,12thGrade,2012,0,15206,White,M,2.83,None,5,4,nothing,4,2,0
12234,12thGrade,2012,0,15201,African American,M,2.48,Partly,0,4,nothing,4,0,0
12237,12thGrade,2012,0,15224,White,F,2.92,None,0,4,nothing,13,3,0
12239,12thGrade,2012,0,15232,African American,F,1.73,None,0,5,suspended,4,2,0
12240,12thGrade,2012,0,15206,African American,M,2.1,None,5,5,suspended,4,0,0
12241,12thGrade,2012,0,15206,African American,M,2.66,None,5,6,nothing,5,0,0
12242,12thGrade,2012,0,15224,African American,F,2.46,None,0,10,detention,4,0,0
12243,12thGrade,2012,0,15232,White,M,3.02,None,0,3,nothing,7,5,0
12244,12thGrade,2012,0,15208,African American,F,2.18,None,0,9,detention,3,0,0
12245,12thGrade,2012,0,15208,African American,M,2.7,Fully,0,5,nothing,3,1,1
12246,12thGrade,2012,0,15208,African American,M,3.17,Partly,10,7,suspended,4,1,1
12247,12thGrade,2012,0,15232,African American,F,2.21,None,0,12,nothing,8,3,1
12248,12thGrade,2012,1,15224,Other,F,1.85,Fully,10,11,nothing,8,0,0
12250,12thGrade,2012,0,15224,African American,F,3.44,Fully,10,8,nothing,3,0,0
12251,12thGrade,2012,0,15232,Other,F,1.84,None,0,1,nothing,2,3,0
12252,12thGrade,2012,0,15206,African American,M,2,None,0,5,detention,5,0,0
12253,12thGrade,2012,0,15206,African American,F,2.67,Partly,0,10,nothing,6,0,0
12255,12thGrade,2012,0,15232,Other,F,2.39,None,0,7,detention,6,3,0
12256,12thGrade,2012,0,15224,African American,M,3.56,Fully,10,2,nothing,1,0,0
12259,12thGrade,2012,0,15206,White,F,4.34,Fully,0,14,nothing,10,2,1
12260,12thGrade,2012,0,15224,White,F,3.03,Fully,20,3,nothing,3,3,0
12261,12thGrade,2012,0,15208,White,M,2.7,None,0,3,nothing,17,3,0
12262,12thGrade,2012,0,15224,African American,F,2.72,Fully,20,15,nothing,6,0,0
12265,12thGrade,2012,1,15224,African American,M,2.02,Fully,20,4,nothing,2,0,0
12266,12thGrade,2012,0,15208,African American,F,3.12,None,0,13,detention,9,1,1
12268,12thGrade,2012,0,15206,African American,F,3.33,Fully,0,1,nothing,2,0,0
12272,12thGrade,2012,0,15206,African American,F,2.02,Partly,0,11,nothing,4,0,0
12273,12thGrade,2012,0,15206,African American,F,3.3,None,0,5,nothing,4,0,1
12274,12thGrade,2012,0,15201,White,F,2.62,Fully,5,3,nothing,5,3,0
12275,12thGrade,2012,0,15208,African American,M,2.88,None,0,3,nothing,9,1,1
12276,12thGrade,2012,0,15208,African American,M,2.27,None,0,9,nothing,7,1,1
12277,12thGrade,2012,0,15208,African American,F,2.76,None,0,11,nothing,5,0,0
12278,12thGrade,2012,0,15208,African American,M,2.36,None,0,7,nothing,4,0,0
12279,12thGrade,2012,0,15232,African American,M,3.54,None,0,5,detention,2,1,0
12280,12thGrade,2012,0,15206,African American,M,3.4,Fully,10,2,suspended,4,0,0
12282,12thGrade,2012,0,15206,African American,M,1.94,None,0,11,detention,9,1,1
12284,12thGrade,2012,0,15206,White,M,3.26,Partly,10,5,nothing,11,3,0
12286,12thGrade,2012,0,15206,Other,F,3.09,None,0,0,nothing,7,0,0
12287,12thGrade,2012,1,15206,African American,F,1.92,None,0,3,detention,2,0,0
12291,12thGrade,2012,0,15208,African American,F,3,None,5,19,suspended,5,0,0
12292,12thGrade,2012,0,15232,African American,M,2.35,None,5,5,nothing,6,3,0
12293,12thGrade,2012,0,15232,Asian,M,3.2,None,5,12,nothing,7,3,0
12294,12thGrade,2012,0,15201,African American,F,3.04,Partly,10,1,nothing,7,0,1
12295,12thGrade,2012,0,15201,White,M,4.07,Fully,0,9,nothing,8,2,0
12298,12thGrade,2012,0,15201,African American,F,2.13,Fully,0,4,nothing,2,0,0
12299,12thGrade,2012,0,15206,Other,M,2.47,Partly,0,12,nothing,6,1,1
12301,12thGrade,2012,1,15206,Hispanic,F,1.93,Fully,0,9,nothing,4,0,0
12302,12thGrade,2012,1,15206,African American,F,1.86,None,0,5,detention,2,0,0
12303,12thGrade,2012,0,15206,African American,F,2.07,Partly,0,12,nothing,11,1,1
12304,12thGrade,2012,0,15232,African American,M,2.94,None,0,9,nothing,5,3,0
12305,12thGrade,2012,1,15206,African American,F,1.79,None,0,9,detention,4,0,0
12307,12thGrade,2012,0,15224,White,F,2.79,Partly,0,5,nothing,12,2,1
12308,12thGrade,2012,0,15206,African American,M,2.73,Partly,0,6,detention,5,0,1
12309,12thGrade,2012,1,15208,African American,M,3.67,None,0,9,suspended,2,0,0
12310,12thGrade,2012,0,15206,African American,F,2.09,None,0,11,detention,4,0,0
12312,12thGrade,2012,0,15206,African American,M,2.59,Partly,10,12,nothing,5,0,0
12314,12thGrade,2012,1,15206,African American,M,1.98,None,0,4,detention,2,0,0
12317,12thGrade,2012,0,15232,African American,F,3.01,None,0,8,nothing,3,2,0
12318,12thGrade,2012,0,15206,Other,M,2.01,Fully,5,9,nothing,7,1,0
12319,12thGrade,2012,0,15208,African American,M,3.41,None,0,4,nothing,3,1,0
12323,12thGrade,2012,0,15206,African American,F,2.95,Partly,0,5,nothing,7,1,1
12327,12thGrade,2012,0,15206,African American,M,2.26,Fully,5,11,nothing,4,0,0
12328,12thGrade,2012,0,15208,African American,M,2.84,None,0,10,nothing,6,1,0
12330,12thGrade,2012,0,15201,African American,F,2.27,None,0,9,nothing,4,0,0
12331,12thGrade,2012,0,15206,African American,M,2.47,Fully,10,10,detention,3,0,0
12332,12thGrade,2012,0,15206,White,M,2.89,Fully,0,4,nothing,6,3,0
12333,12thGrade,2012,0,15206,African American,F,3.2,Fully,0,2,nothing,4,0,0
12334,12thGrade,2012,0,15206,African American,F,2.04,Fully,0,14,nothing,4,0,0
12335,12thGrade,2012,0,15206,Other,F,2.54,None,0,19,nothing,11,1,0
12336,12thGrade,2012,0,15206,African American,M,3.39,None,0,4,detention,2,0,0
12337,12thGrade,2012,0,15201,African American,M,3.21,None,20,4,nothing,2,0,0
12338,12thGrade,2012,0,15201,Other,M,2.87,None,0,10,suspended,4,0,1
12339,12thGrade,2012,0,15206,White,F,3.76,Fully,0,5,nothing,5,2,0
12341,12thGrade,2012,0,15232,African American,F,2.34,None,0,11,nothing,4,3,0
12348,12thGrade,2012,0,15208,African American,M,2.23,None,5,16,detention,5,0,0
12349,12thGrade,2012,0,15206,White,F,3.79,Fully,0,9,nothing,7,1,1
12350,12thGrade,2012,0,15206,African American,M,2.07,Fully,0,4,nothing,1,0,0
12351,12thGrade,2012,0,15206,African American,M,2.29,Fully,0,2,nothing,2,0,0
12352,12thGrade,2012,0,15232,Other,F,2.53,None,0,2,nothing,3,3,0
12355,12thGrade,2012,1,15201,African American,M,3.26,Partly,0,3,detention,2,0,0
12356,12thGrade,2012,0,15201,African American,M,2.21,Fully,5,8,nothing,6,0,0
12358,12thGrade,2012,1,15201,White,F,1.69,Fully,0,6,nothing,4,1,0
12360,12thGrade,2012,0,15206,African American,F,2.5,None,0,0,nothing,2,0,0
12363,12thGrade,2012,0,15232,Asian,F,2.92,None,0,15,nothing,12,4,1
12364,12thGrade,2012,0,15208,African American,F,2.51,None,0,6,detention,2,0,0
12365,12thGrade,2012,0,15224,Other,F,2.63,Fully,20,9,nothing,4,0,0
12366,12thGrade,2012,0,15206,African American,F,2.2,Fully,0,13,detention,7,0,1
12368,12thGrade,2012,0,15232,African American,F,3.62,None,0,7,nothing,4,2,0
12369,12thGrade,2012,0,15208,African American,F,3.88,None,0,3,nothing,4,1,0
12371,12thGrade,2012,0,15208,White,F,3.56,None,0,8,nothing,4,2,0
12373,12thGrade,2012,0,15224,Asian,M,3.97,Fully,10,1,nothing,1,0,0
12374,12thGrade,2012,0,15206,African American,M,3.36,Fully,5,17,detention,2,0,0
12375,12thGrade,2012,0,15208,African American,M,2.33,None,0,3,nothing,2,0,0
12376,12thGrade,2012,1,15224,African American,F,2,Fully,20,7,nothing,2,0,0
12377,12thGrade,2012,0,15206,African American,F,3.37,Fully,0,9,detention,4,0,0
12378,12thGrade,2012,0,15206,White,M,2.34,Partly,5,16,nothing,5,0,1
12379,12thGrade,2012,0,15206,African American,M,3.02,None,0,7,suspended,1,0,0
12382,12thGrade,2012,0,15206,White,M,3.2,None,10,12,detention,9,3,0
12383,12thGrade,2012,0,15224,African American,M,2.19,Fully,0,8,nothing,4,0,0
12384,12thGrade,2012,0,15232,African American,M,2.11,None,5,4,nothing,4,3,0
12386,12thGrade,2012,0,15208,African American,M,2.63,None,0,16,suspended,10,1,1
12389,12thGrade,2012,0,15201,African American,F,3.15,Fully,10,8,nothing,5,0,1
12390,12thGrade,2012,0,15224,African American,M,2.41,Fully,10,9,nothing,5,0,0
12391,12thGrade,2012,1,15206,African American,F,2.83,None,0,6,nothing,2,0,0
12392,12thGrade,2012,0,15201,White,F,3.32,None,5,7,nothing,11,2,0
12393,12thGrade,2012,0,15232,African American,M,2.92,None,5,1,nothing,4,2,0
12397,12thGrade,2012,0,15232,White,F,2.91,None,0,10,nothing,10,4,0
12398,12thGrade,2012,0,15208,White,F,2.5,None,0,6,nothing,7,3,0
12400,12thGrade,2012,0,15224,African American,M,2.94,Fully,0,14,detention,6,0,0
12402,12thGrade,2012,0,15224,African American,M,3.61,Fully,20,9,detention,6,0,1
12403,12thGrade,2012,0,15232,African American,M,2.3,None,0,6,nothing,5,2,1
12404,12thGrade,2012,0,15201,African American,F,3.18,None,0,4,nothing,3,0,1
12405,12thGrade,2012,0,15201,African American,F,2.9,Fully,10,8,suspended,2,0,0
12406,12thGrade,2012,0,15206,White,F,3.59,Fully,0,2,nothing,4,1,0
12408,12thGrade,2012,0,15206,Hispanic,M,2.94,Fully,10,4,nothing,10,1,1
12409,12thGrade,2012,0,15201,African American,F,2.87,Partly,10,9,nothing,6,0,1
12411,12thGrade,2012,0,15208,African American,M,2.45,Partly,0,2,nothing,3,0,0
12412,12thGrade,2012,0,15206,African American,M,3.02,None,5,12,nothing,8,0,1
12413,12thGrade,2012,0,15201,African American,F,2.4,Fully,10,4,detention,2,0,0
12414,12thGrade,2012,0,15206,Asian,M,3.42,Fully,0,3,nothing,12,3,0
12416,12thGrade,2012,0,15201,Other,F,2.36,Fully,10,10,nothing,3,0,0
12417,12thGrade,2012,0,15206,African American,F,2.42,Partly,0,5,detention,7,0,0
12419,12thGrade,2012,0,15208,African American,F,3.43,None,0,8,detention,3,0,0
12420,12thGrade,2012,1,15201,African American,F,1.84,Partly,10,10,nothing,2,0,0
12421,12thGrade,2012,0,15224,African American,M,2.13,Fully,0,6,detention,3,0,0
12422,12thGrade,2012,1,15206,African American,M,2.63,Fully,0,8,detention,0,0,0
12424,12thGrade,2012,0,15208,Other,M,2.63,Partly,0,6,nothing,5,2,0
12426,12thGrade,2012,0,15206,African American,F,2.7,None,0,5,nothing,4,0,0
12427,12thGrade,2012,0,15224,African American,M,2.68,Fully,0,7,nothing,4,0,0
12429,12thGrade,2012,1,15232,African American,F,2.71,None,0,4,detention,1,1,0
12430,12thGrade,2012,0,15206,White,M,2.33,None,0,2,nothing,6,1,0
12431,12thGrade,2012,0,15206,African American,M,3.49,None,10,6,nothing,0,0,0
12433,12thGrade,2012,1,15224,White,M,1.95,Fully,0,6,nothing,7,1,0
12434,12thGrade,2012,0,15232,White,M,3.32,None,5,3,nothing,3,5,0
12435,12thGrade,2012,0,15208,African American,M,2.22,None,0,10,nothing,5,1,0
12437,12thGrade,2012,0,15206,African American,M,3.51,Partly,5,3,nothing,2,0,1
12438,12thGrade,2012,0,15224,Other,F,2.11,Fully,20,4,detention,4,0,0
12439,12thGrade,2012,0,15208,African American,F,3.63,None,0,7,detention,6,1,0
12440,12thGrade,2012,0,15232,African American,M,3.22,None,0,15,nothing,8,3,0
12442,12thGrade,2012,0,15201,African American,M,2.17,Fully,0,8,detention,3,0,0
12443,12thGrade,2012,0,15232,Other,M,2.56,None,10,7,suspended,5,3,0
12444,12thGrade,2012,0,15208,African American,F,2.85,None,0,7,detention,7,0,0
12448,12thGrade,2012,0,15206,African American,M,3.14,None,10,5,nothing,4,0,0
12449,12thGrade,2012,0,15224,African American,M,2.26,Fully,0,0,nothing,5,0,0
12452,12thGrade,2012,0,15206,African American,M,3.49,None,5,2,nothing,3,0,0
12454,12thGrade,2012,0,15206,African American,M,2.63,Fully,10,5,nothing,3,0,1
12455,12thGrade,2012,0,15201,White,F,2.85,Fully,0,5,nothing,5,2,0
12456,12thGrade,2012,0,15206,African American,F,2.42,None,0,7,nothing,2,0,0
12457,12thGrade,2012,0,15206,White,M,2.15,Fully,10,3,nothing,5,2,1
12458,12thGrade,2012,0,15201,African American,M,1.98,Fully,20,7,nothing,5,0,0
12460,12thGrade,2012,0,15201,African American,M,2.53,Partly,0,16,nothing,7,0,0
12463,12thGrade,2012,1,15206,African American,F,2.06,None,0,4,detention,3,0,0
12464,12thGrade,2012,0,15232,White,F,1.91,None,0,3,nothing,9,6,0
12465,12thGrade,2012,0,15206,White,F,4.03,Fully,0,8,nothing,7,2,0
12466,12thGrade,2012,0,15208,African American,F,2.33,None,0,5,nothing,3,0,0
12468,12thGrade,2012,0,15206,African American,F,2.51,Fully,0,1,nothing,1,0,0
12470,12thGrade,2012,0,15206,African American,F,2.1,None,0,0,suspended,12,1,1
12473,12thGrade,2012,0,15232,African American,F,2.82,None,0,17,nothing,6,3,0
12474,12thGrade,2012,0,15206,African American,F,3.83,None,0,6,nothing,9,1,1
12475,12thGrade,2012,0,15206,African American,F,2.74,Partly,0,11,detention,3,0,0
12476,12thGrade,2012,0,15208,African American,F,2.74,None,10,7,suspended,5,1,1
12477,12thGrade,2012,0,15206,African American,M,2.05,None,10,1,detention,1,0,0
12479,12thGrade,2012,0,15206,Other,F,3.81,None,10,2,nothing,3,1,1
12482,12thGrade,2012,1,15206,African American,M,2.08,Partly,5,9,suspended,3,0,0
12483,12thGrade,2012,1,15201,African American,F,1.95,None,0,8,nothing,6,0,0
12484,12thGrade,2012,0,15206,African American,F,2.67,None,0,6,nothing,2,0,0
12486,12thGrade,2012,0,15232,African American,F,2.73,None,0,8,nothing,3,2,0
12487,12thGrade,2012,0,15206,African American,M,2.4,Fully,0,9,detention,5,0,0
12488,12thGrade,2012,0,15206,African American,F,2.38,Fully,0,3,nothing,2,0,0
12489,12thGrade,2012,0,15201,African American,M,2.52,Fully,0,6,nothing,3,0,0
12491,12thGrade,2012,0,15208,White,M,4.25,None,10,6,nothing,10,3,1
12492,12thGrade,2012,0,15232,African American,M,2.42,None,5,3,nothing,2,2,0
